Country Name,Country Code,Series Name,Series Code,Year,Value
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,3.1341888719577
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2023,5.41484330099675
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2024,4.9773565917572
Thailand,THA,"Population, total",SP.POP.TOTL,1990,54738329
Thailand,THA,"Population, total",SP.POP.TOTL,1991,55637434
Thailand,THA,"Population, total",SP.POP.TOTL,1992,56528834
Thailand,THA,"Population, total",SP.POP.TOTL,1993,57408198
Thailand,THA,"Population, total",SP.POP.TOTL,1994,58260854
Thailand,THA,"Population, total",SP.POP.TOTL,1995,59098232
Thailand,THA,"Population, total",SP.POP.TOTL,1996,59920064
Thailand,THA,"Population, total",SP.POP.TOTL,1997,60724584
Thailand,THA,"Population, total",SP.POP.TOTL,1998,61522630
Thailand,THA,"Population, total",SP.POP.TOTL,1999,62299043
Thailand,THA,"Population, total",SP.POP.TOTL,2000,63007815
Thailand,THA,"Population, total",SP.POP.TOTL,2001,63651141
Thailand,THA,"Population, total",SP.POP.TOTL,2002,64266437
Thailand,THA,"Population, total",SP.POP.TOTL,2003,64868166
Thailand,THA,"Population, total",SP.POP.TOTL,2004,65452047
Thailand,THA,"Population, total",SP.POP.TOTL,2005,66017420
Thailand,THA,"Population, total",SP.POP.TOTL,2006,66567687
Thailand,THA,"Population, total",SP.POP.TOTL,2007,67102394
Thailand,THA,"Population, total",SP.POP.TOTL,2008,67619830
Thailand,THA,"Population, total",SP.POP.TOTL,2009,68121080
Thailand,THA,"Population, total",SP.POP.TOTL,2010,68579447
Thailand,THA,"Population, total",SP.POP.TOTL,2011,69007208
Thailand,THA,"Population, total",SP.POP.TOTL,2012,69436098
Thailand,THA,"Population, total",SP.POP.TOTL,2013,69845114
Thailand,THA,"Population, total",SP.POP.TOTL,2014,70216367
Thailand,THA,"Population, total",SP.POP.TOTL,2015,70540795
Thailand,THA,"Population, total",SP.POP.TOTL,2016,70859841
Thailand,THA,"Population, total",SP.POP.TOTL,2017,71160187
Thailand,THA,"Population, total",SP.POP.TOTL,2018,71376079
Thailand,THA,"Population, total",SP.POP.TOTL,2019,71522271
Thailand,THA,"Population, total",SP.POP.TOTL,2020,71641484
Thailand,THA,"Population, total",SP.POP.TOTL,2021,71727332
Thailand,THA,"Population, total",SP.POP.TOTL,2022,71735329
Thailand,THA,"Population, total",SP.POP.TOTL,2023,71702435
Thailand,THA,"Population, total",SP.POP.TOTL,2024,71668011
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1990,85343190719.0107
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1991,98234714971.0612
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1992,111452746517.655
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1993,128889262951.157
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1994,146683778959.101
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1995,169278916592.843
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1996,183035237429.281
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1997,150180456565.728
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1998,113675596787.738
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1999,126669211778.94
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2000,126392224253.794
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2001,120296476180.402
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2002,134300904400.022
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2003,152280615245.887
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2004,172895685154.658
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2005,189318408468.595
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2006,221758296021.621
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2007,262942621455.053
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2008,291382982430.951
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2009,281710630187.319
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2010,341104766329.17
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2011,370818739623.622
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2012,397558325278.579
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2013,420333654592.547
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2014,407339040197.651
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2015,401296238228.084
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2016,413366349747.508
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2017,456356813536.764
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2018,506754208404.485
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2019,543976691793.886
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2020,500461898480.246
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2021,506194668789.937
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2022,495644697587.661
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2023,515906283940.933
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2024,526411265427.683
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,11.1671634446293
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1991,8.5582603212423
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1992,8.08338802345332
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1993,8.25191591524627
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1994,7.99702466720433
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1995,8.12031534625378
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1996,5.65194446499471
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1997,-2.75357515314082
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1998,-7.63403528600102
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1999,4.57230775115542
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2000,4.45524704335014
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2001,3.44424900968372
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2002,6.14903605210036
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2003,7.18924330340971
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2004,6.28934214285795
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,4.18763842884337
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2006,4.96781089246107
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,5.43515169050809
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,1.72569884866334
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2009,-0.690618232300579
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2010,7.51339053261624
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2011,0.840132083053334
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2012,7.24279620249642
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2013,2.68749556320556
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2014,0.984468863619426
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2015,3.13404724911635
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2016,3.43515771692182
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2017,4.1776810321001
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2018,4.22287028746071
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2019,2.11455779628278
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2020,-6.05003846851622
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2021,1.55216608426647
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2022,2.58037874709827
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2023,2.01775095328327
Thailand,THA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2024,2.52596175771495
